,점포수,유사업종점포수,개업점포수,폐업점포수,집객시설수,관공서수,은행수,버스정거장수,지하철수,약국수,총직장인구수,총상주인구수,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,분기당매출금액,시군구명,서비스업종명,월예상매출
92933,3.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1341.0,2955.0,1585510.875,761965.5,824092.5,116937.0,289209,290973,259048.5,205021.0,329121.0,304419.0,327004.5,203391,204755.25,277593.375,181196.0,228691.5,230372.625,230721,230492.25,229510.5,216997.0,187334.0,2.0,강남구,일식음식점,3.0
92934,11.0,16.5,1.0,0.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,패스트푸드점,3.0
92935,13.5,16.5,0.0,1.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,호프-간이주점,3.0
92936,13.5,16.5,1.0,1.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,커피-음료,3.0
92937,13.5,16.5,1.0,1.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,분식전문점,3.0
92938,6.0,16.5,1.0,0.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,치킨전문점,5.0
92939,3.0,7.0,0.0,0.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,제과점,0.0
92940,13.5,16.5,1.0,1.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,한식음식점,3.0
92941,13.5,16.5,1.0,1.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,양식음식점,3.0
92942,13.5,16.5,0.0,1.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,일식음식점,3.0
92943,13.5,16.5,1.0,1.0,165.0,1.0,2.0,9.0,2.0,14.0,3226.5,4491.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,중식음식점,3.0
93032,11.0,14.0,0.0,1.0,27.0,0.0,1.0,4.0,0.0,6.0,1963.0,1604.0,813624.0,366540.0,447085.0,180839.0,116474,131550,155006.0,97222.0,132533.0,142481.0,162710.0,125564,130765.0,164663.0,87442.0,116840.0,117743.0,116484,119120.0,119129.0,118197.0,106113.0,4.0,강남구,커피-음료,3.0
93033,0.0,1.0,0.0,0.0,27.0,0.0,1.0,4.0,0.0,6.0,1963.0,1604.0,813624.0,366540.0,447085.0,180839.0,116474,131550,155006.0,97222.0,132533.0,142481.0,162710.0,125564,130765.0,164663.0,87442.0,116840.0,117743.0,116484,119120.0,119129.0,118197.0,106113.0,1.0,강남구,치킨전문점,1.0
93034,1.0,1.0,0.0,0.0,27.0,0.0,1.0,4.0,0.0,6.0,1963.0,1604.0,813624.0,366540.0,447085.0,180839.0,116474,131550,155006.0,97222.0,132533.0,142481.0,162710.0,125564,130765.0,164663.0,87442.0,116840.0,117743.0,116484,119120.0,119129.0,118197.0,106113.0,1.0,강남구,호프-간이주점,1.0
93035,1.0,1.0,0.0,0.0,27.0,0.0,1.0,4.0,0.0,6.0,1963.0,1604.0,813624.0,366540.0,447085.0,180839.0,116474,131550,155006.0,97222.0,132533.0,142481.0,162710.0,125564,130765.0,164663.0,87442.0,116840.0,117743.0,116484,119120.0,119129.0,118197.0,106113.0,6.0,강남구,육류판매,1.0
93036,3.0,7.0,1.0,0.0,27.0,0.0,1.0,4.0,0.0,6.0,1963.0,1604.0,813624.0,366540.0,447085.0,180839.0,116474,131550,155006.0,97222.0,132533.0,142481.0,162710.0,125564,130765.0,164663.0,87442.0,116840.0,117743.0,116484,119120.0,119129.0,118197.0,106113.0,7.0,강남구,제과점,0.0
93037,4.0,5.0,0.0,1.0,27.0,0.0,1.0,4.0,0.0,6.0,1963.0,1604.0,813624.0,366540.0,447085.0,180839.0,116474,131550,155006.0,97222.0,132533.0,142481.0,162710.0,125564,130765.0,164663.0,87442.0,116840.0,117743.0,116484,119120.0,119129.0,118197.0,106113.0,2.0,강남구,양식음식점,1.0
93174,6.0,7.0,0.0,0.0,14.0,0.0,1.0,5.0,0.0,1.0,3226.5,3886.0,1154233.0,597427.0,556806.0,201150.75,185346,216697,229043.0,146806.0,164369.0,222942.0,235382.0,174861,179223.0,218455.0,123369.0,169092.0,174231.0,171193,172395.0,171423.0,150229.0,145670.0,5.0,강남구,호프-간이주점,3.0
93175,1.0,1.0,0.0,0.0,14.0,0.0,1.0,5.0,0.0,1.0,3226.5,3886.0,1154233.0,597427.0,556806.0,201150.75,185346,216697,229043.0,146806.0,164369.0,222942.0,235382.0,174861,179223.0,218455.0,123369.0,169092.0,174231.0,171193,172395.0,171423.0,150229.0,145670.0,2.0,강남구,제과점,0.0
93176,13.5,16.5,1.0,1.0,14.0,0.0,1.0,5.0,0.0,1.0,3226.5,3886.0,1154233.0,597427.0,556806.0,201150.75,185346,216697,229043.0,146806.0,164369.0,222942.0,235382.0,174861,179223.0,218455.0,123369.0,169092.0,174231.0,171193,172395.0,171423.0,150229.0,145670.0,7.0,강남구,한식음식점,1.0
93177,6.0,7.0,0.0,0.0,14.0,0.0,1.0,5.0,0.0,1.0,3226.5,3886.0,1154233.0,597427.0,556806.0,201150.75,185346,216697,229043.0,146806.0,164369.0,222942.0,235382.0,174861,179223.0,218455.0,123369.0,169092.0,174231.0,171193,172395.0,171423.0,150229.0,145670.0,5.0,강남구,일식음식점,3.0
93178,4.0,5.0,0.0,1.0,14.0,0.0,1.0,5.0,0.0,1.0,3226.5,3886.0,1154233.0,597427.0,556806.0,201150.75,185346,216697,229043.0,146806.0,164369.0,222942.0,235382.0,174861,179223.0,218455.0,123369.0,169092.0,174231.0,171193,172395.0,171423.0,150229.0,145670.0,5.0,강남구,양식음식점,3.0
93179,13.5,16.5,0.0,1.0,373.0,0.0,2.0,6.0,1.0,26.0,3226.5,1172.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,240599.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,호프-간이주점,3.0
93180,13.5,16.5,1.0,1.0,373.0,0.0,2.0,6.0,1.0,26.0,3226.5,1172.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,240599.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,커피-음료,3.0
93181,13.5,16.5,0.0,1.0,373.0,0.0,2.0,6.0,1.0,26.0,3226.5,1172.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,240599.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,일식음식점,3.0
93182,5.0,8.0,1.0,1.0,373.0,0.0,2.0,6.0,1.0,26.0,3226.5,1172.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,240599.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,치킨전문점,3.0
93183,13.5,16.5,0.0,1.0,373.0,0.0,2.0,6.0,1.0,26.0,3226.5,1172.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,240599.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,한식음식점,3.0
93184,13.5,16.5,1.0,0.0,373.0,0.0,2.0,6.0,1.0,26.0,3226.5,1172.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,240599.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,제과점,0.0
93185,13.5,16.5,0.0,1.0,373.0,0.0,2.0,6.0,1.0,26.0,3226.5,1172.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,240599.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,분식전문점,3.0
93186,13.5,16.5,1.0,0.0,373.0,0.0,2.0,6.0,1.0,26.0,3226.5,1172.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,240599.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,양식음식점,3.0
93187,7.0,8.0,1.0,0.0,44.0,0.0,1.0,7.0,2.0,8.0,3226.5,595.0,247470.0,118167.0,129304.0,28992.0,26649,43927,36287.0,35486.0,76129.0,40073.0,52848.0,41006,43700.0,45934.0,23910.0,37531.0,38268.0,38453,38005.0,38405.0,30296.0,26516.0,7.0,강남구,일식음식점,3.0
93188,0.0,5.0,0.0,0.0,44.0,0.0,1.0,7.0,2.0,8.0,3226.5,595.0,247470.0,118167.0,129304.0,28992.0,26649,43927,36287.0,35486.0,76129.0,40073.0,52848.0,41006,43700.0,45934.0,23910.0,37531.0,38268.0,38453,38005.0,38405.0,30296.0,26516.0,6.0,강남구,치킨전문점,1.0
93189,2.0,2.0,0.0,0.0,44.0,0.0,1.0,7.0,2.0,8.0,3226.5,595.0,247470.0,118167.0,129304.0,28992.0,26649,43927,36287.0,35486.0,76129.0,40073.0,52848.0,41006,43700.0,45934.0,23910.0,37531.0,38268.0,38453,38005.0,38405.0,30296.0,26516.0,7.0,강남구,양식음식점,3.0
93190,13.0,16.5,1.0,1.0,44.0,0.0,1.0,7.0,2.0,8.0,3226.5,595.0,247470.0,118167.0,129304.0,28992.0,26649,43927,36287.0,35486.0,76129.0,40073.0,52848.0,41006,43700.0,45934.0,23910.0,37531.0,38268.0,38453,38005.0,38405.0,30296.0,26516.0,7.0,강남구,커피-음료,3.0
93191,4.0,10.0,0.0,1.0,44.0,0.0,1.0,7.0,2.0,8.0,3226.5,595.0,247470.0,118167.0,129304.0,28992.0,26649,43927,36287.0,35486.0,76129.0,40073.0,52848.0,41006,43700.0,45934.0,23910.0,37531.0,38268.0,38453,38005.0,38405.0,30296.0,26516.0,7.0,강남구,패스트푸드점,3.0
93192,5.0,12.0,0.0,0.0,44.0,0.0,1.0,7.0,2.0,8.0,3226.5,595.0,247470.0,118167.0,129304.0,28992.0,26649,43927,36287.0,35486.0,76129.0,40073.0,52848.0,41006,43700.0,45934.0,23910.0,37531.0,38268.0,38453,38005.0,38405.0,30296.0,26516.0,6.0,강남구,분식전문점,3.0
93193,10.0,14.0,0.0,1.0,44.0,0.0,1.0,7.0,2.0,8.0,3226.5,595.0,247470.0,118167.0,129304.0,28992.0,26649,43927,36287.0,35486.0,76129.0,40073.0,52848.0,41006,43700.0,45934.0,23910.0,37531.0,38268.0,38453,38005.0,38405.0,30296.0,26516.0,7.0,강남구,호프-간이주점,3.0
93194,13.5,16.5,0.0,0.0,44.0,0.0,1.0,7.0,2.0,8.0,3226.5,595.0,247470.0,118167.0,129304.0,28992.0,26649,43927,36287.0,35486.0,76129.0,40073.0,52848.0,41006,43700.0,45934.0,23910.0,37531.0,38268.0,38453,38005.0,38405.0,30296.0,26516.0,6.0,강남구,한식음식점,1.0
93195,13.5,16.5,1.0,1.0,42.0,3.0,1.0,10.0,0.0,4.0,3226.5,3831.0,962011.0,454477.0,507534.0,99851.0,160139,225169,186767.0,113632.0,176454.0,200738.0,211531.0,152607,147522.0,153786.0,95829.0,142825.0,147470.0,146191,145583.0,144413.0,119099.0,116429.0,6.0,강남구,한식음식점,3.0
93196,2.0,3.0,0.0,0.0,42.0,3.0,1.0,10.0,0.0,4.0,3226.5,3831.0,962011.0,454477.0,507534.0,99851.0,160139,225169,186767.0,113632.0,176454.0,200738.0,211531.0,152607,147522.0,153786.0,95829.0,142825.0,147470.0,146191,145583.0,144413.0,119099.0,116429.0,4.0,강남구,치킨전문점,3.0
93197,5.0,6.0,0.0,0.0,42.0,3.0,1.0,10.0,0.0,4.0,3226.5,3831.0,962011.0,454477.0,507534.0,99851.0,160139,225169,186767.0,113632.0,176454.0,200738.0,211531.0,152607,147522.0,153786.0,95829.0,142825.0,147470.0,146191,145583.0,144413.0,119099.0,116429.0,7.0,강남구,일식음식점,3.0
93198,13.5,16.5,1.0,1.0,42.0,3.0,1.0,10.0,0.0,4.0,3226.5,3831.0,962011.0,454477.0,507534.0,99851.0,160139,225169,186767.0,113632.0,176454.0,200738.0,211531.0,152607,147522.0,153786.0,95829.0,142825.0,147470.0,146191,145583.0,144413.0,119099.0,116429.0,4.0,강남구,커피-음료,3.0
93199,8.0,10.0,1.0,1.0,42.0,3.0,1.0,10.0,0.0,4.0,3226.5,3831.0,962011.0,454477.0,507534.0,99851.0,160139,225169,186767.0,113632.0,176454.0,200738.0,211531.0,152607,147522.0,153786.0,95829.0,142825.0,147470.0,146191,145583.0,144413.0,119099.0,116429.0,3.0,강남구,양식음식점,3.0
93200,5.0,5.0,0.0,0.0,42.0,3.0,1.0,10.0,0.0,4.0,3226.5,3831.0,962011.0,454477.0,507534.0,99851.0,160139,225169,186767.0,113632.0,176454.0,200738.0,211531.0,152607,147522.0,153786.0,95829.0,142825.0,147470.0,146191,145583.0,144413.0,119099.0,116429.0,6.0,강남구,중식음식점,3.0
93297,9.0,9.0,0.0,1.0,105.0,1.0,1.0,3.0,1.0,7.0,3226.5,1894.0,1585510.875,761965.5,824092.5,184216.0,289209,290973,259048.5,225818.25,337593.75,265313.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,0.0,강남구,패스트푸드점,3.0
93298,13.5,16.5,1.0,1.0,105.0,1.0,1.0,3.0,1.0,7.0,3226.5,1894.0,1585510.875,761965.5,824092.5,184216.0,289209,290973,259048.5,225818.25,337593.75,265313.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,양식음식점,3.0
93299,13.5,16.5,0.0,1.0,105.0,1.0,1.0,3.0,1.0,7.0,3226.5,1894.0,1585510.875,761965.5,824092.5,184216.0,289209,290973,259048.5,225818.25,337593.75,265313.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,호프-간이주점,3.0
93300,4.0,4.0,0.0,0.0,105.0,1.0,1.0,3.0,1.0,7.0,3226.5,1894.0,1585510.875,761965.5,824092.5,184216.0,289209,290973,259048.5,225818.25,337593.75,265313.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,육류판매,3.0
93301,9.0,9.0,1.0,1.0,105.0,1.0,1.0,3.0,1.0,7.0,3226.5,1894.0,1585510.875,761965.5,824092.5,184216.0,289209,290973,259048.5,225818.25,337593.75,265313.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,중식음식점,3.0
93302,2.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,1.0,968.0,2327.0,676791.0,305984.0,370808.0,121160.0,95635,129310,120213.0,78490.0,131984.0,158936.0,148827.0,94634,93401.0,107717.0,73277.0,96862.0,101838.0,100434,99750.0,97758.0,92737.0,87413.0,7.0,강남구,양식음식점,3.0
93303,3.0,3.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,1.0,968.0,2327.0,676791.0,305984.0,370808.0,121160.0,95635,129310,120213.0,78490.0,131984.0,158936.0,148827.0,94634,93401.0,107717.0,73277.0,96862.0,101838.0,100434,99750.0,97758.0,92737.0,87413.0,0.0,강남구,제과점,0.0
93393,13.5,16.5,0.0,0.0,22.0,0.0,1.0,9.0,0.0,2.0,3226.5,1122.0,473361.0,237948.0,235415.0,37138.0,76905,93050,83140.0,69841.0,113290.0,66912.0,95158.0,83029,85811.0,96282.0,46169.0,70692.0,75582.0,74294,75087.0,73942.0,54934.0,48832.0,7.0,강남구,호프-간이주점,1.0
93394,13.5,16.5,1.0,1.0,22.0,0.0,1.0,9.0,0.0,2.0,3226.5,1122.0,473361.0,237948.0,235415.0,37138.0,76905,93050,83140.0,69841.0,113290.0,66912.0,95158.0,83029,85811.0,96282.0,46169.0,70692.0,75582.0,74294,75087.0,73942.0,54934.0,48832.0,6.0,강남구,커피-음료,3.0
93395,3.0,4.0,1.0,0.0,22.0,0.0,1.0,9.0,0.0,2.0,3226.5,1122.0,473361.0,237948.0,235415.0,37138.0,76905,93050,83140.0,69841.0,113290.0,66912.0,95158.0,83029,85811.0,96282.0,46169.0,70692.0,75582.0,74294,75087.0,73942.0,54934.0,48832.0,2.0,강남구,패스트푸드점,1.0
93396,4.0,8.0,1.0,0.0,22.0,0.0,1.0,9.0,0.0,2.0,3226.5,1122.0,473361.0,237948.0,235415.0,37138.0,76905,93050,83140.0,69841.0,113290.0,66912.0,95158.0,83029,85811.0,96282.0,46169.0,70692.0,75582.0,74294,75087.0,73942.0,54934.0,48832.0,4.0,강남구,분식전문점,1.0
93397,7.0,7.0,0.0,0.0,22.0,0.0,1.0,9.0,0.0,2.0,3226.5,1122.0,473361.0,237948.0,235415.0,37138.0,76905,93050,83140.0,69841.0,113290.0,66912.0,95158.0,83029,85811.0,96282.0,46169.0,70692.0,75582.0,74294,75087.0,73942.0,54934.0,48832.0,7.0,강남구,중식음식점,1.0
93398,4.0,7.0,0.0,0.0,22.0,0.0,1.0,9.0,0.0,2.0,3226.5,1122.0,473361.0,237948.0,235415.0,37138.0,76905,93050,83140.0,69841.0,113290.0,66912.0,95158.0,83029,85811.0,96282.0,46169.0,70692.0,75582.0,74294,75087.0,73942.0,54934.0,48832.0,7.0,강남구,제과점,0.0
93399,4.0,4.0,0.0,0.0,22.0,0.0,1.0,9.0,0.0,2.0,3226.5,1122.0,473361.0,237948.0,235415.0,37138.0,76905,93050,83140.0,69841.0,113290.0,66912.0,95158.0,83029,85811.0,96282.0,46169.0,70692.0,75582.0,74294,75087.0,73942.0,54934.0,48832.0,7.0,강남구,육류판매,1.0
93400,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1285.0,3105.0,843860.0,427025.0,416836.0,187964.0,105380,101893,178239.0,125158.0,145226.0,213464.0,176171.0,107881,107948.0,140377.0,98020.0,121891.0,120866.0,118869,120007.0,119870.0,118990.0,123369.0,0.0,강남구,치킨전문점,1.0
93401,2.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1285.0,3105.0,843860.0,427025.0,416836.0,187964.0,105380,101893,178239.0,125158.0,145226.0,213464.0,176171.0,107881,107948.0,140377.0,98020.0,121891.0,120866.0,118869,120007.0,119870.0,118990.0,123369.0,4.0,강남구,양식음식점,5.0
93406,12.0,16.5,1.0,1.0,108.0,2.0,2.0,8.0,0.0,8.0,3226.5,3158.0,1585510.875,727041.0,824092.5,157292.0,289209,290973,259048.5,195895.0,313770.0,300504.0,316434.0,203391,204755.25,277593.375,173279.0,223234.0,230372.625,230721,230492.25,229510.5,219952.875,191304.0,7.0,강남구,호프-간이주점,3.0
93407,3.0,3.0,0.0,0.0,108.0,2.0,2.0,8.0,0.0,8.0,3226.5,3158.0,1585510.875,727041.0,824092.5,157292.0,289209,290973,259048.5,195895.0,313770.0,300504.0,316434.0,203391,204755.25,277593.375,173279.0,223234.0,230372.625,230721,230492.25,229510.5,219952.875,191304.0,7.0,강남구,육류판매,3.0
93408,7.0,9.0,0.0,0.0,108.0,2.0,2.0,8.0,0.0,8.0,3226.5,3158.0,1585510.875,727041.0,824092.5,157292.0,289209,290973,259048.5,195895.0,313770.0,300504.0,316434.0,203391,204755.25,277593.375,173279.0,223234.0,230372.625,230721,230492.25,229510.5,219952.875,191304.0,2.0,강남구,패스트푸드점,3.0
93409,13.5,16.5,1.0,1.0,108.0,2.0,2.0,8.0,0.0,8.0,3226.5,3158.0,1585510.875,727041.0,824092.5,157292.0,289209,290973,259048.5,195895.0,313770.0,300504.0,316434.0,203391,204755.25,277593.375,173279.0,223234.0,230372.625,230721,230492.25,229510.5,219952.875,191304.0,7.0,강남구,분식전문점,3.0
93410,7.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,443.0,473.0,230369.0,118598.0,111771.0,9945.0,51844,65010,42290.0,25936.0,35343.0,48726.0,50965.0,35821,35966.0,35966.0,22924.0,34197.0,37310.0,36352,36665.0,35339.0,26035.0,24472.0,5.0,강남구,양식음식점,3.0
93411,9.0,9.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,443.0,473.0,230369.0,118598.0,111771.0,9945.0,51844,65010,42290.0,25936.0,35343.0,48726.0,50965.0,35821,35966.0,35966.0,22924.0,34197.0,37310.0,36352,36665.0,35339.0,26035.0,24472.0,7.0,강남구,일식음식점,3.0
93629,7.0,16.5,0.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,치킨전문점,3.0
93630,9.0,9.0,0.0,0.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,육류판매,3.0
93631,13.5,16.5,1.0,0.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,중식음식점,3.0
93632,13.5,16.5,1.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,양식음식점,3.0
93633,13.5,16.5,1.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,커피-음료,3.0
93634,8.0,16.5,1.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,패스트푸드점,3.0
93635,7.0,16.5,1.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,제과점,0.0
93636,13.5,16.5,1.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,분식전문점,3.0
93637,13.5,16.5,1.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,한식음식점,3.0
93638,13.5,16.5,1.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,호프-간이주점,3.0
93639,13.5,16.5,1.0,1.0,198.0,1.0,2.0,7.0,1.0,18.0,3226.5,4575.0,1585510.875,761965.5,824092.5,136161.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,일식음식점,3.0
93745,3.0,4.0,0.0,0.0,82.0,2.0,1.0,6.0,0.0,9.0,3226.5,1283.0,621090.0,277463.0,343627.0,91989.0,84664,113528,105095.0,78254.0,147561.0,94392.0,126493.0,107648,111610.0,123402.0,57547.0,90973.0,95209.0,94479,95046.0,94822.0,80453.0,70109.0,7.0,강남구,육류판매,3.0
